Leg_Index,cmd_ q_des_abad,cmd_ q_des_hip,cmd_ q_des_knee,cmd_ qd_des_abad,cmd_ qd_des_hip,cmd_ qd_des_knee,cmd_ kp_abad,cmd_ kp_hip,cmd_ kp_knee,cmd_ kd_abad,cmd_ kd_hip,cmd_ kd_knee,cmd_ tau_abad_ff,cmd_ tau_hip_ff,cmd_ tau_knee_ff,cmd_ Control Mode,cmd_ Checksum,cmd_ Flags_raw,cmd_ Flags,data_ q_abad,data_ q_hip,data_ q_knee,data_ qd_abad,data_ qd_hip,data_ qd_knee,data_ tau_m_abad,data_ tau_m_hip,data_ tau_m_knee,data_ CalcChecksum,data_ RcvdChecksum,data_ Flag_dataraw,data_ Flag_data,stm_ ab_p,stm_ hip_p,stm_ knee_p,stm_ ab_v,stm_ hip_v,stm_ knee_v,stm_ ab_kp,stm_ hip_kp,stm_ knee_kp,stm_ ab_kd,stm_ hip_kd,stm_ knee_kd,stm_ ab_t,stm_ hip_t,stm_ knee_t,stm_ flags,stm_ checksum,stm_ nan_rcvd,stm_ checksumerror,stm_ ab_motorTrqCalcAfterLim,stm_ ab_motorTrqCalcBeforeLim,stm_ hip_motorTrqCalcAfterLim,stm_ hip_motorTrqCalcBeforeLim,stm_ knee_motorTrqCalcAfterLim,stm_ knee_motorTrqCalcBeforeLim
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.105096817,-0.156977654,0.0237789154,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2098365659,-2098365659,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,0.0854682922,0.0366287231,-0.0183162689,-0.0684261993,-0.20527859,-0.0684261993,-2098365659,-2098365659,2145380348,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321838379,-0.0122108459,-0.0122108459,-0.164834976,-0.0684261993,-0.0684261993,-0.20527859,27679317,27679317,2141190140,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,-0.0122108459,-0.0854682922,-0.128202438,0.20527859,0.0684261993,-0.0684261993,27679317,27679317,2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.105096817,-0.157359123,0.0237789154,-0.0366287231,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-24400731,-24400731,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,0.0854682922,-0.061050415,-0.128202438,-0.0684261993,-0.20527859,0.0684261993,-24400731,-24400731,-2145392644,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321838379,-0.0122108459,-0.061050415,-0.0549430847,-0.0684261993,-0.0684261993,0.0684261993,2138842453,2138842453,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,0.061050415,-0.0366287231,-0.0183162689,0.20527859,-0.0684261993,-0.0684261993,2138842453,2138842453,2145384452,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.104715347,-0.157359123,0.0237789154,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-35179231,-35179231,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,0.0366287231,-0.0122108459,-0.0915756226,-0.20527859,-0.20527859,0.0684261993,-35179231,-35179231,-2145392648,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321584076,-0.0122108459,-0.0122108459,0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-37296766,-37296766,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,0.0366287231,-0.0854682922,-0.128202438,-0.20527859,0.0684261993,0.0684261993,-37296766,-37296766,-2145384456,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.105096817,-0.156977654,0.0237789154,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,40601309,40601309,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,0.0122108459,-0.0122108459,-0.0183162689,0.20527859,0.20527859,-0.0684261993,40601309,40601309,2145392644,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321584076,-0.0366287231,0.0366287231,0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,2133614082,2133614082,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,0.0366287231,-0.0854682922,-0.0183162689,-0.20527859,-0.0684261993,0.20527859,2133614082,2133614082,-2141194248,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.105096817,-0.157359123,0.0237789154,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-62054619,-62054619,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,-0.0122108459,-0.0854682922,0.0183162689,-0.0684261993,0.0684261993,0.0684261993,-62054619,-62054619,-2145384452,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321584076,-0.0122108459,0.061050415,0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2116180998,-2116180998,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,-0.0122108459,0.061050415,-0.0549430847,0.0684261993,0.0684261993,-0.0684261993,-2116180998,-2116180998,2145388544,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.104715347,-0.157359123,0.0240332279,-0.0122108459,-0.0122108459,-0.0183162689,0.0684261993,-0.0684261993,-0.0684261993,30725644,30725644,2145384448,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,0.0366287231,-0.0122108459,-0.201467514,-0.0684261993,-0.20527859,-0.0684261993,30725644,30725644,2145380348,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321584076,-0.0122108459,-0.0366287231,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,46131078,46131078,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,0.0366287231,-0.0122108459,0.128202438,-0.0684261993,0.0684261993,-0.0684261993,46131078,46131078,2145388540,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.105096817,-0.157359123,0.0237789154,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-12628319,-12628319,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,-0.061050415,0.061050415,-0.128202438,-0.20527859,0.0684261993,0.0684261993,-12628319,-12628319,-2145384456,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321838379,-0.0122108459,-0.0122108459,-0.128202438,-0.0684261993,-0.0684261993,-0.20527859,-38070483,-38070483,2141190140,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,-0.0122108459,0.109889984,0.0915756226,-0.0684261993,0.0684261993,0.0684261993,-38070483,-38070483,-2145384452,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.105096817,-0.156977654,0.0237789154,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,44747888,44747888,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0110626221,-0.0122108459,-0.061050415,0.0549430847,-0.0684261993,0.0684261993,-0.0684261993,44747888,44747888,2145388540,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321584076,-0.0122108459,-0.0366287231,0.0549430847,-0.0684261993,-0.0684261993,-0.0684261993,2133360134,2133360134,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304989815,-0.570496559,0.328196198,-0.0366287231,-0.061050415,-0.0183162689,-0.0684261993,0.0684261993,0.0684261993,2133360134,2133360134,-2145384452,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.105096817,-0.156977654,0.0237789154,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2115892955,-2115892955,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955023766,-0.160792351,0.0108083086,-0.134311676,0.0122108459,0.0549430847,-0.0684261993,-0.20527859,-0.0684261993,-2115892955,-2115892955,2145380348,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321584076,-0.0122108459,0.0122108459,-0.0183162689,0.0684261993,-0.0684261993,-0.0684261993,-2140748794,-2140748794,2145384448,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,0.0122108459,0.0366287231,-0.0915756226,0.0684261993,-0.0684261993,-0.0684261993,-2140748794,-2140748794,2145384448,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.104715347,-0.156977654,0.0240332279,0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,2119716848,2119716848,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,-0.0366287231,0.0122108459,-0.128202438,-0.0684261993,-0.20527859,0.0684261993,2119716848,2119716848,-2145392644,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321584076,-0.0122108459,0.0122108459,0.0549430847,-0.0684261993,0.0684261993,-0.20527859,-5407230,-5407230,2141194236,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304989815,-0.570496559,0.328196198,-0.0366287231,-0.0366287231,-0.0549430847,-0.20527859,-0.0684261993,0.0684261993,-5407230,-5407230,-2145388552,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,0,0,-0.105096817,-0.156977654,0.0237789154,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,34049757,34049757,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,0,0,0.955405235,-0.160792351,0.0108083086,-0.0366287231,0.061050415,-0.0183162689,0.20527859,0.0684261993,-0.0684261993,34049757,34049757,2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,-1.57911777,0.213053703,-0.321838379,-0.0122108459,0.0122108459,-0.23809433,-0.0684261993,-0.0684261993,0.0684261993,-5917231,-5917231,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,-0.304608345,-0.570496559,0.328196198,-0.0122108459,0.0122108459,-0.128202438,0.0684261993,-0.0684261993,-0.0684261993,-5917231,-5917231,2145384448,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.104715258,-0.156977654,0.024033362,0,0,0,5,5,5,0.100000001,0.100000001,0.100000001,-0.0,0.0,0.0,0,-2108486163,1,1,-0.105096817,-0.157359123,0.0240332279,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-60499856,-60499856,2145384444,0,-0.104715258,-0.156977654,0.036050044,0,0,0,5,5,5,0.100000001,0.100000001,0.100000001,-0.0,0.0,0.0,0,0,0,0,0.00312888017,0.00312888017,0.00122108462,0.00122108462,0.0631872714,0.0631872714
