Leg_Index,cmd_ q_des_abad,cmd_ q_des_hip,cmd_ q_des_knee,cmd_ qd_des_abad,cmd_ qd_des_hip,cmd_ qd_des_knee,cmd_ kp_abad,cmd_ kp_hip,cmd_ kp_knee,cmd_ kd_abad,cmd_ kd_hip,cmd_ kd_knee,cmd_ tau_abad_ff,cmd_ tau_hip_ff,cmd_ tau_knee_ff,cmd_ Control Mode,cmd_ Checksum,cmd_ Flags_raw,cmd_ Flags,data_ q_abad,data_ q_hip,data_ q_knee,data_ qd_abad,data_ qd_hip,data_ qd_knee,data_ tau_m_abad,data_ tau_m_hip,data_ tau_m_knee,data_ CalcChecksum,data_ RcvdChecksum,data_ Flag_dataraw,data_ Flag_data,stm_ ab_p,stm_ hip_p,stm_ knee_p,stm_ ab_v,stm_ hip_v,stm_ knee_v,stm_ ab_kp,stm_ hip_kp,stm_ knee_kp,stm_ ab_kd,stm_ hip_kd,stm_ knee_kd,stm_ ab_t,stm_ hip_t,stm_ knee_t,stm_ flags,stm_ checksum,stm_ nan_rcvd,stm_ checksumerror,stm_ ab_motorTrqCalcAfterLim,stm_ ab_motorTrqCalcBeforeLim,stm_ hip_motorTrqCalcAfterLim,stm_ hip_motorTrqCalcBeforeLim,stm_ knee_motorTrqCalcAfterLim,stm_ knee_motorTrqCalcBeforeLim
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.134311676,-0.0854682922,-0.0183162689,-0.20527859,-0.20527859,-0.0684261993,40340586,40340586,2145380344,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,0.0122108459,0.0549430847,-0.0684261993,-0.0684261993,-0.0684261993,-2091668849,-2091668849,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,-0.0366287231,0.061050415,-0.0183162689,-0.20527859,-0.0684261993,-0.20527859,-2091668849,-2091668849,2141190136,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,17039506,17039506,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0122108459,-0.061050415,0.0549430847,0.0684261993,-0.20527859,-0.0684261993,17039506,17039506,2145380352,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,0.0366287231,0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,1084834,1084834,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.621932328,-0.0122108459,-0.0366287231,-0.201467514,0.0684261993,-0.0684261993,-0.20527859,1084834,1084834,2141190144,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.157359123,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,26010770,26010770,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0366287231,-0.0122108459,-0.0915756226,0.0684261993,0.0684261993,-0.0684261993,26010770,26010770,2145388544,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116350174,-0.0122108459,-0.0122108459,-0.0549430847,-0.0684261993,-0.0684261993,-0.0684261993,2080716252,2080716252,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,0.0366287231,-0.0854682922,-0.0183162689,0.0684261993,-0.0684261993,0.0684261993,2080716252,2080716252,-2145388544,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,13856618,13856618,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,-0.0122108459,-0.0122108459,0.0915756226,-0.20527859,0.0684261993,-0.0684261993,13856618,13856618,2145388536,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,-0.0122108459,-0.128202438,-0.0684261993,-0.0684261993,0.0684261993,-26909941,-26909941,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,-0.061050415,-0.0854682922,-0.0915756226,-0.0684261993,-0.0684261993,-0.20527859,-26909941,-26909941,2141190140,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.157359123,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2143839086,-2143839086,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0122108459,-0.0122108459,0.0549430847,0.0684261993,-0.20527859,-0.0684261993,-2143839086,-2143839086,2145380352,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,-0.0366287231,0.0549430847,-0.0684261993,-0.0684261993,-0.0684261993,-15141129,-15141129,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,0.061050415,-0.0366287231,-0.128202438,0.0684261993,-0.0684261993,0.0684261993,-15141129,-15141129,-2145388544,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2141879658,-2141879658,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,-0.0854682922,-0.0366287231,-0.0915756226,0.20527859,-0.20527859,-0.0684261993,-2141879658,-2141879658,2145380356,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,-0.061050415,0.0549430847,-0.0684261993,-0.0684261993,0.0684261993,-2092940661,-2092940661,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,0.0122108459,-0.061050415,0.0183162689,-0.0684261993,0.0684261993,0.0684261993,-2092940661,-2092940661,-2145384452,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2087881874,-2087881874,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,-0.0122108459,-0.183151245,-0.0183162689,-0.0684261993,0.0684261993,-0.0684261993,-2087881874,-2087881874,2145388540,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,0.0684261993,-2084916597,-2084916597,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,-0.0122108459,-0.061050415,0.0183162689,-0.0684261993,-0.0684261993,0.0684261993,-2084916597,-2084916597,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2109180306,-2109180306,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,-0.134311676,0.0122108459,0.0549430847,-0.0684261993,0.0684261993,-0.0684261993,-2109180306,-2109180306,2145388540,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116350174,-0.0122108459,0.0122108459,-0.201467514,-0.0684261993,-0.0684261993,-0.0684261993,-29726628,-29726628,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,-0.109889984,-0.0122108459,0.0183162689,0.0684261993,-0.0684261993,0.0684261993,-29726628,-29726628,-2145388544,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,2120158866,2120158866,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0122108459,0.109889984,0.0549430847,0.0684261993,-0.0684261993,0.0684261993,2120158866,2120158866,-2145388544,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,0.0366287231,-0.0549430847,-0.0684261993,-0.0684261993,0.0684261993,-48715913,-48715913,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,-0.0366287231,-0.0854682922,0.0183162689,0.0684261993,-0.0684261993,-0.20527859,-48715913,-48715913,2141190144,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.193980217,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2130336618,-2130336618,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0122108459,0.061050415,-0.0549430847,0.20527859,-0.20527859,-0.0684261993,-2130336618,-2130336618,2145380356,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,-0.0122108459,0.0915756226,-0.0684261993,-0.0684261993,0.0684261993,2105444770,2105444770,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,-0.0,-0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.621932328,-0.158729553,-0.109889984,-0.201467514,0.0684261993,-0.0684261993,-0.0684261993,2105444770,2105444770,2145384448,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.193980217,-0.156977654,0.600060761,0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-2130336622,-2130336622,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,-0.061050415,0.0122108459,-0.0549430847,0.0684261993,-0.20527859,-0.0684261993,-2130336622,-2130336622,2145380352,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89459801,0.140954971,-0.116095863,-0.0122108459,-0.0122108459,0.0549430847,-0.0684261993,-0.0684261993,0.0684261993,-2111921417,-2111921417,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,-0.0366287231,-0.0122108459,-0.0183162689,0.0684261993,0.0684261993,0.0684261993,-2111921417,-2111921417,-2145384448,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,2115932306,2115932306,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0122108459,-0.061050415,0.0915756226,0.0684261993,-0.0684261993,0.0684261993,2115932306,2115932306,-2145388544,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,-0.0122108459,0.0183162689,-0.0684261993,-0.0684261993,0.0684261993,-2108832806,-2108832806,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.621932328,-0.061050415,-0.0122108459,-0.0549430847,-0.20527859,-0.0684261993,0.0684261993,-2108832806,-2108832806,-2145388552,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,23599254,23599254,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0122108459,0.0366287231,0.0549430847,0.20527859,-0.20527859,-0.0684261993,23599254,23599254,2145380356,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,-0.061050415,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,-55597193,-55597193,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,0.0854682922,-0.061050415,0.0183162689,0.0684261993,-0.0684261993,0.0684261993,-55597193,-55597193,-2145388544,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,15925394,15925394,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0122108459,0.061050415,0.0183162689,0.0684261993,-0.20527859,-0.0684261993,15925394,15925394,2145380352,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116350174,-0.0122108459,-0.0122108459,-0.0549430847,-0.0684261993,-0.0684261993,0.0684261993,2081763292,2081763292,-2145388548,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,-0.0366287231,-0.0122108459,0.0549430847,0.0684261993,-0.0684261993,-0.0684261993,2081763292,2081763292,2145384448,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,1054280253,1,1,-0.194361687,-0.156977654,0.600060761,-0.0122108459,-0.0122108459,-0.0183162689,-0.0684261993,-0.0684261993,-0.0684261993,3542894,3542894,2145384444,0,0.419999987,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1054280253,1,1,1.1217289,-0.16117382,0.584547698,0.0366287231,0.0366287231,0.0549430847,-0.0684261993,-0.20527859,-0.0684261993,3542894,3542894,2145380348,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,1,1,-1.89421654,0.140954971,-0.116095863,-0.0122108459,0.0122108459,-0.0549430847,-0.0684261993,-0.0684261993,-0.0684261993,52441739,52441739,2145384444,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,1,1,-0.547608376,-0.289349556,0.622186661,0.061050415,0.0122108459,0.0915756226,-0.0684261993,-0.0684261993,-0.20527859,52441739,52441739,2141190140,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
